"id","V","A","D","stdV","stdA","stdD","N"
"Ohio_Steel_17098_17291","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Ohio_Steel_17292_17348","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Ohio_Steel_17349_17457","2.6","2.8","3.2","0.49","0.4","0.4","5"
"Ohio_Steel_17458_17569","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Ohio_Steel_17570_17668","4.0","3.4","3.0","0.0","0.49","0.0","5"
"Ohio_Steel_17669_17824","3.0","2.6","2.6","0.0","0.49","0.49","5"
"Ohio_Steel_17825_18014","3.4","2.6","3.2","0.49","0.49","0.4","5"
"Ohio_Steel_18015_18138","2.2","3.2","2.6","0.75","0.4","1.02","5"
"Ohio_Steel_18140_18288","2.4","2.8","2.8","0.49","0.4","0.4","5"
"Ohio_Steel_18289_18516","2.8","3.2","3.0","0.4","0.4","0.63","5"
"Ohio_Steel_18517_18662","2.33","3.0","3.0","0.47","0.0","0.82","3"
"Ohio_Steel_18663_18885","3.0","3.0","3.0","0.0","0.0","0.0","3"
"Ohio_Steel_18886_19084","3.0","3.2","3.0","0.63","0.4","0.0","5"
"Ohio_Steel_1903_2054","2.0","3.0","3.0","0.0","0.0","0.0","2"
"Ohio_Steel_19086_19149","2.8","3.0","2.4","0.4","0.63","0.8","5"
"Ohio_Steel_19152_19222","2.0","3.75","2.75","0.71","0.83","1.09","4"
"Ohio_Steel_19223_19652","3.0","3.0","3.2","0.0","0.63","0.4","5"
"Ohio_Steel_19654_19778","2.8","2.8","3.2","0.4","0.4","0.4","5"
"Ohio_Steel_19779_19946","2.6","2.8","2.8","0.49","0.4","0.4","5"
"Ohio_Steel_19947_20090","2.2","3.2","2.8","0.98","0.4","0.75","5"
"Ohio_Steel_20091_20172","2.67","3.33","2.33","0.47","0.47","0.94","3"
"Ohio_Steel_20173_20296","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Ohio_Steel_20299_20483","3.2","3.4","3.4","0.4","0.49","0.49","5"
"Ohio_Steel_20484_20691","3.4","3.2","3.0","0.49","0.4","0.0","5"
"Ohio_Steel_2068_2196","2.67","2.33","3.0","0.47","0.47","0.0","3"
"Ohio_Steel_213_241","3.0","2.67","3.0","0.0","0.47","0.0","3"
"Ohio_Steel_2197_2827","2.67","3.0","3.0","0.47","0.0","0.0","3"
"Ohio_Steel_2828_2897","2.2","3.4","3.4","0.4","0.49","0.49","5"
"Ohio_Steel_2898_3091","2.4","3.2","2.6","0.8","0.4","0.8","5"
"Ohio_Steel_3118_3163","3.2","3.0","3.2","0.4","0.63","0.4","5"
"Ohio_Steel_3165_3299","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Ohio_Steel_3300_3378","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Ohio_Steel_3379_3479","3.2","2.4","3.0","0.4","1.2","0.0","5"
"Ohio_Steel_34_187","2.4","3.2","3.2","0.49","0.4","0.4","5"
"Ohio_Steel_3480_3611","2.8","3.0","3.0","0.4","0.63","0.63","5"
"Ohio_Steel_3612_3754","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Ohio_Steel_3756_4036","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Ohio_Steel_4037_4159","3.2","2.8","3.2","0.4","0.75","0.4","5"
"Ohio_Steel_4160_4277","3.2","2.8","3.0","0.4","0.4","0.0","5"
"Ohio_Steel_4278_4370","3.0","2.67","3.67","0.0","0.47","0.47","3"
"Ohio_Steel_4371_4536","2.6","2.8","3.0","0.49","0.4","0.0","5"
"Ohio_Steel_4537_4723","3.4","3.0","3.2","0.49","0.63","0.4","5"
"Ohio_Steel_4864_4966","2.8","2.8","2.8","0.4","0.4","0.4","5"
"Ohio_Steel_4967_5026","3.2","3.0","3.0","0.4","0.0","0.0","5"
"Ohio_Steel_5027_5130","2.6","3.2","3.2","0.49","0.4","0.4","5"
"Ohio_Steel_5131_5421","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Ohio_Steel_5422_5520","2.6","2.2","2.8","0.49","0.75","0.4","5"
"Ohio_Steel_546_628","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Ohio_Steel_5521_5669","2.8","3.0","2.8","0.4","0.0","0.4","5"
"Ohio_Steel_5670_5791","2.6","3.2","3.0","0.49","0.4","0.0","5"
"Ohio_Steel_5793_5841","2.6","3.4","2.8","0.8","0.8","0.4","5"
"Ohio_Steel_5842_5990","2.4","2.8","2.8","0.49","0.75","0.75","5"
"Ohio_Steel_5991_6099","2.6","3.0","3.0","0.49","0.0","0.0","5"
"Ohio_Steel_6100_6241","3.0","3.67","3.67","0.0","0.94","0.47","3"
"Ohio_Steel_6242_6372","3.2","3.2","3.0","0.75","0.75","0.63","5"
"Ohio_Steel_629_802","2.0","3.6","3.0","0.63","0.49","0.63","5"
"Ohio_Steel_6316_6372","3.0","3.0","4.0","0.0","0.0","0.0","3"
"Ohio_Steel_6375_6506","2.33","3.0","2.33","0.47","0.0","0.47","3"
"Ohio_Steel_6507_6622","2.6","3.0","2.6","0.49","0.0","0.49","5"
"Ohio_Steel_6623_6729","2.75","3.5","2.75","0.43","0.5","0.43","4"
"Ohio_Steel_6730_6804","2.4","3.0","2.6","0.49","0.0","0.49","5"
"Ohio_Steel_6805_7000","2.2","2.8","2.0","0.4","0.4","0.63","5"
"Ohio_Steel_7001_7112","3.33","3.5","3.5","0.47","0.5","0.5","6"
"Ohio_Steel_7114_7140","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Ohio_Steel_7142_7287","2.8","2.8","3.0","0.4","0.4","0.63","5"
"Ohio_Steel_7193_7237","3.2","3.6","3.2","0.75","1.02","0.4","5"
"Ohio_Steel_7289_7451","3.4","3.4","3.4","0.49","0.49","0.49","5"
"Ohio_Steel_7452_7599","2.5","2.5","3.0","0.5","1.5","0.0","2"
"Ohio_Steel_7601_7721","3.0","3.0","3.5","0.0","0.0","0.5","2"
"Ohio_Steel_7722_7787","2.6","3.0","3.0","0.49","0.0","0.0","5"
"Ohio_Steel_7789_7948","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Ohio_Steel_7949_8077","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Ohio_Steel_803_961","2.5","3.5","2.5","0.5","0.5","0.5","2"
"Ohio_Steel_8078_8166","2.5","2.75","3.5","0.5","0.43","0.5","4"
"Ohio_Steel_8167_8196","2.0","2.8","2.4","0.89","0.75","0.8","5"
"Ohio_Steel_8197_8317","2.4","3.2","2.2","0.49","0.4","0.75","5"
"Ohio_Steel_8319_8460","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Ohio_Steel_8461_8572","3.2","2.8","3.2","0.4","0.4","0.4","5"
"Ohio_Steel_8573_8693","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Ohio_Steel_8694_8906","2.67","3.0","3.33","0.47","0.0","0.47","3"
"Ohio_Steel_8908_8999","2.0","2.8","2.4","0.0","0.75","0.8","5"
"Ohio_Steel_9000_9177","2.33","2.67","2.67","0.47","0.47","0.47","3"
"Ohio_Steel_9179_9210","2.2","3.2","3.0","0.4","0.4","0.0","5"
"Ohio_Steel_9211_9319","2.2","2.8","2.8","0.4","0.4","0.75","5"
"Ohio_Steel_9506_9573","2.8","3.2","3.2","0.4","0.4","0.4","5"
"Ohio_Steel_9575_9680","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Ohio_Steel_962_1201","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Ohio_Steel_9681_9796","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Ohio_Steel_9797_9952","2.6","3.0","2.8","0.8","0.0","0.4","5"
"Ohio_Steel_9954_9990","3.0","2.67","3.33","0.0","0.47","0.47","3"
"Ohio_Steel_9991_10120","2.6","2.8","3.0","0.49","0.4","0.0","5"
"Seedbombing_1009_1085","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Seedbombing_1086_1214","3.2","3.4","3.2","0.4","0.49","0.4","5"
"Seedbombing_1217_1244","3.0","2.6","3.0","0.0","0.49","0.63","5"
"Seedbombing_1245_1295","2.8","3.0","2.8","0.4","0.0","0.4","5"
"Seedbombing_1296_1372","2.4","2.8","2.8","0.49","0.4","0.4","5"
"Seedbombing_1373_1423","3.2","3.0","3.6","0.4","0.63","0.49","5"
"Seedbombing_1426_1440","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Seedbombing_1442_1516","3.2","3.2","3.4","0.4","0.4","0.49","5"
"Seedbombing_1517_1550","3.0","3.2","3.6","0.0","0.4","0.8","5"
"Seedbombing_1551_1573","3.2","3.0","3.4","0.4","0.0","0.49","5"
"Seedbombing_1575_1639","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Seedbombing_1640_1668","3.33","3.33","3.33","0.47","0.47","0.47","3"
"Seedbombing_1670_1742","3.2","2.8","3.0","0.4","0.4","0.0","5"
"Seedbombing_1743_1752","3.0","2.8","3.2","0.0","0.4","0.75","5"
"Seedbombing_1754_1778","3.4","2.8","3.2","0.49","0.4","0.4","5"
"Seedbombing_1779_1859","3.0","3.0","3.5","0.0","0.58","0.5","6"
"Seedbombing_1860_1927","2.8","3.0","3.0","0.4","0.63","0.0","5"
"Seedbombing_1930_2011","3.0","3.0","3.25","0.0","0.71","0.43","4"
"Seedbombing_2012_2062","3.0","2.6","3.2","0.0","0.8","0.4","5"
"Seedbombing_2063_2206","2.2","3.4","2.6","0.4","0.49","0.49","5"
"Seedbombing_218_418","3.0","2.6","3.2","0.0","0.8","0.4","5"
"Seedbombing_2208_2269","2.2","3.2","3.0","0.4","0.4","0.63","5"
"Seedbombing_2270_2293","3.6","3.2","3.2","0.8","0.4","0.4","5"
"Seedbombing_2294_2380","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Seedbombing_2382_2450","3.0","2.4","3.0","0.0","0.8","0.0","5"
"Seedbombing_2451_2490","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Seedbombing_2491_2522","2.6","3.2","2.8","0.8","0.4","0.4","5"
"Seedbombing_2523_2626","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Seedbombing_2628_2661","5.0","3.0","4.0","0.0","1.0","1.0","2"
"Seedbombing_2662_2672","3.17","2.67","3.0","0.37","0.47","0.0","6"
"Seedbombing_2673_2744","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Seedbombing_2745_2771","2.6","3.2","2.8","0.49","0.4","0.4","5"
"Seedbombing_2772_2864","3.0","2.8","3.4","0.0","0.4","0.49","5"
"Seedbombing_2865_2891","2.8","2.8","3.4","0.4","0.4","0.8","5"
"Seedbombing_2892_3033","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_3035_3112","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_3113_3123","3.6","3.6","3.2","0.49","0.49","0.4","5"
"Seedbombing_3126_3317","3.2","2.4","3.2","0.4","0.8","0.4","5"
"Seedbombing_3187_3194","3.0","2.33","3.0","0.0","0.94","0.0","3"
"Seedbombing_3319_3388","3.0","2.8","3.0","0.63","0.75","0.63","5"
"Seedbombing_3389_3418","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Seedbombing_3420_3429","3.8","3.4","3.4","0.75","0.8","0.8","5"
"Seedbombing_3432_3530","3.2","3.0","3.0","0.4","0.63","0.63","5"
"Seedbombing_3533_3750","4.4","3.6","3.8","0.8","1.02","0.4","5"
"Seedbombing_3751_3852","3.4","3.4","3.4","0.49","0.49","0.49","5"
"Seedbombing_3854_3940","2.4","3.6","3.8","0.49","0.49","0.75","5"
"Seedbombing_3941_4038","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Seedbombing_4039_4100","3.0","2.67","4.0","0.0","0.47","0.0","3"
"Seedbombing_4101_4284","2.2","3.6","3.4","0.75","0.8","0.8","5"
"Seedbombing_420_456","3.33","2.33","3.0","0.47","0.47","0.0","3"
"Seedbombing_4285_4371","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Seedbombing_4372_4416","3.33","3.0","3.33","0.47","0.0","0.47","3"
"Seedbombing_4418_4445","3.0","2.6","3.0","0.0","0.8","0.0","5"
"Seedbombing_4446_4488","2.6","3.2","3.2","0.49","0.75","0.75","5"
"Seedbombing_4490_4521","3.0","2.0","3.0","0.0","1.0","0.0","2"
"Seedbombing_4526_4585","3.0","2.6","3.0","0.0","0.8","0.0","5"
"Seedbombing_457_490","3.0","2.8","3.2","0.0","0.4","0.4","5"
"Seedbombing_4589_4618","3.0","2.6","3.2","0.0","0.49","0.4","5"
"Seedbombing_4620_4688","2.8","2.4","3.2","0.75","1.02","0.75","5"
"Seedbombing_4689_4775","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Seedbombing_4776_4841","3.4","3.2","3.0","0.49","0.4","0.0","5"
"Seedbombing_4846_4886","3.0","2.6","3.2","0.0","0.49","0.4","5"
"Seedbombing_4888_4916","3.8","3.2","3.0","0.4","0.4","0.0","5"
"Seedbombing_491_552","2.8","2.6","2.6","0.4","0.49","0.49","5"
"Seedbombing_4917_4947","4.2","3.8","3.4","0.4","0.75","0.49","5"
"Seedbombing_4949_5056","2.6","3.2","2.8","0.49","0.4","0.4","5"
"Seedbombing_5057_5153","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_5154_5188","3.4","3.2","3.0","0.8","0.4","0.0","5"
"Seedbombing_5190_5208","3.4","3.2","3.6","0.8","0.4","0.49","5"
"Seedbombing_5213_5245","3.0","2.8","2.8","0.0","0.4","0.4","5"
"Seedbombing_5247_5258","4.0","3.8","3.2","0.0","0.4","0.4","5"
"Seedbombing_5263_5293","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_5295_5333","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_5334_5354","4.0","3.0","3.2","0.63","0.63","0.4","5"
"Seedbombing_5355_5442","3.4","3.2","3.4","0.49","0.4","0.49","5"
"Seedbombing_5443_5504","3.0","3.2","3.2","0.0","0.4","0.4","5"
"Seedbombing_5457_5492","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Seedbombing_5506_5542","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_554_575","2.33","3.33","3.0","0.47","0.75","1.0","6"
"Seedbombing_5547_5586","2.8","2.4","2.6","0.4","1.02","1.02","5"
"Seedbombing_5588_5622","4.0","3.8","3.4","0.63","0.75","0.8","5"
"Seedbombing_5623_5644","4.0","3.67","3.33","0.82","0.94","0.47","3"
"Seedbombing_5647_5690","3.67","3.67","3.67","0.94","0.94","0.47","3"
"Seedbombing_5691_5701","4.0","3.2","3.4","0.0","0.4","0.49","5"
"Seedbombing_5703_5817","3.0","2.67","3.0","0.0","0.47","0.0","3"
"Seedbombing_576_591","2.6","3.0","3.0","0.49","0.63","0.63","5"
"Seedbombing_5822_5974","2.2","3.6","2.8","0.75","0.49","0.75","5"
"Seedbombing_592_603","3.2","3.0","3.0","0.4","0.0","0.0","5"
"Seedbombing_5975_6064","3.4","3.2","3.2","0.8","0.4","0.4","5"
"Seedbombing_605_662","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_6066_6177","3.0","2.8","3.4","0.0","0.75","0.49","5"
"Seedbombing_6178_6203","3.4","3.0","3.4","0.49","0.63","0.49","5"
"Seedbombing_6204_6339","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Seedbombing_6342_6352","3.2","2.8","3.2","0.4","0.4","0.4","5"
"Seedbombing_6353_6383","3.0","3.4","3.2","0.63","0.49","0.4","5"
"Seedbombing_6384_6527","3.6","3.4","3.6","0.49","0.49","0.49","5"
"Seedbombing_6528_6555","3.8","3.2","3.2","0.4","0.4","0.4","5"
"Seedbombing_663_782","2.8","3.2","3.2","0.4","0.4","0.4","5"
"Seedbombing_7_93","3.0","2.5","3.0","0.0","0.5","0.0","2"
"Seedbombing_784_809","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Seedbombing_812_868","3.6","2.8","2.8","0.49","0.4","0.4","5"
"Seedbombing_869_885","3.8","3.0","3.0","0.4","0.0","0.0","5"
"Seedbombing_888_904","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Seedbombing_906_1007","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Seedbombing_97_216","2.8","3.2","2.8","0.75","0.4","0.75","5"
"SemEval_1","2.0","3.0","3.5","0.0","0.0","0.5","2"
"SemEval_10","3.4","3.0","2.8","0.49","0.63","0.4","5"
"SemEval_100","2.67","3.0","3.0","0.47","0.0","0.0","3"
"SemEval_1000","1.5","3.75","2.5","0.87","0.43","0.5","4"
"SemEval_1001","2.8","3.0","3.0","0.4","0.0","0.0","5"
"SemEval_1002","3.0","2.8","2.8","0.0","0.4","0.4","5"
"SemEval_1003","2.8","2.6","3.2","0.4","0.49","0.4","5"
"SemEval_1004","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1005","2.0","3.4","2.6","0.63","0.49","0.49","5"
"SemEval_1006","1.8","3.6","2.2","0.4","0.49","0.4","5"
"SemEval_1007","2.67","2.67","3.33","0.47","0.47","0.47","3"
"SemEval_1008","2.6","3.2","3.4","0.49","0.4","0.49","5"
"SemEval_1009","2.4","3.6","3.0","0.49","0.49","0.0","5"
"SemEval_101","3.0","3.2","3.2","0.63","0.4","0.4","5"
"SemEval_1010","2.4","3.0","3.0","0.8","0.0","0.63","5"
"SemEval_1011","2.2","3.6","3.2","0.75","0.49","1.33","5"
"SemEval_1012","2.8","2.8","2.8","0.4","0.4","0.4","5"
"SemEval_1013","3.0","3.4","2.8","0.63","0.49","0.4","5"
"SemEval_1015","3.8","3.2","3.2","0.75","0.75","0.4","5"
"SemEval_1016","3.4","2.8","3.2","0.49","0.75","0.4","5"
"SemEval_1017","2.6","3.4","3.0","0.49","0.49","0.63","5"
"SemEval_1018","2.8","3.2","3.0","0.4","0.4","0.63","5"
"SemEval_1019","2.2","3.4","2.2","0.98","0.49","0.98","5"
"SemEval_102","2.4","3.6","2.2","0.49","0.49","0.4","5"
"SemEval_1021","2.8","3.0","3.0","0.4","0.0","0.0","5"
"SemEval_1022","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1023","3.4","3.6","3.2","0.49","0.49","0.4","5"
"SemEval_1024","3.4","3.0","3.0","0.49","0.63","0.0","5"
"SemEval_1025","3.33","3.17","3.17","0.47","0.37","0.37","6"
"SemEval_1026","2.5","3.0","3.0","0.5","0.0","0.0","2"
"SemEval_1027","3.0","3.2","3.2","0.0","0.4","0.4","5"
"SemEval_1028","2.5","3.0","3.5","0.5","0.0","0.5","2"
"SemEval_1029","2.0","3.8","2.2","0.63","0.4","0.4","5"
"SemEval_103","2.2","3.6","2.2","0.98","0.8","0.98","5"
"SemEval_1030","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1031","2.4","2.4","2.2","0.49","0.8","0.75","5"
"SemEval_1032","2.0","3.4","2.2","0.63","0.8","0.75","5"
"SemEval_1033","3.0","3.67","3.0","0.58","0.75","1.0","6"
"SemEval_1034","1.8","3.6","2.2","0.4","0.49","0.75","5"
"SemEval_1035","3.0","3.4","3.4","0.0","0.8","0.8","5"
"SemEval_1036","3.2","3.0","3.2","0.4","0.63","0.4","5"
"SemEval_1037","3.2","2.8","3.0","0.4","0.4","0.0","5"
"SemEval_1038","2.2","3.6","2.4","0.75","0.8","0.8","5"
"SemEval_1039","2.2","3.4","2.6","0.75","0.49","0.49","5"
"SemEval_104","3.6","3.0","3.0","0.49","0.0","0.0","5"
"SemEval_1040","2.0","3.2","2.6","0.63","0.75","0.49","5"
"SemEval_1041","2.67","3.0","3.0","0.47","0.0","0.0","3"
"SemEval_1042","2.2","3.0","2.8","0.75","0.63","0.4","5"
"SemEval_1043","2.6","3.0","3.0","0.49","0.0","0.0","5"
"SemEval_1044","2.2","3.4","2.6","0.75","0.49","0.49","5"
"SemEval_1045","2.8","3.0","3.2","0.4","0.0","0.4","5"
"SemEval_1046","2.8","3.4","2.8","0.75","0.49","0.4","5"
"SemEval_1047","2.4","3.0","3.0","0.49","0.0","0.0","5"
"SemEval_1048","3.0","2.6","3.0","0.0","0.49","0.0","5"
"SemEval_1049","2.2","3.2","2.8","0.4","0.4","1.17","5"
"SemEval_105","3.4","3.2","3.2","0.49","0.4","0.4","5"
"SemEval_1050","2.0","3.33","3.67","0.0","0.47","0.47","3"
"SemEval_1051","2.6","3.2","3.2","0.49","0.4","0.75","5"
"SemEval_1052","4.0","4.0","3.5","0.0","0.0","0.5","2"
"SemEval_1053","3.0","2.8","3.0","0.0","0.4","0.0","5"
"SemEval_1054","3.4","3.0","3.0","0.49","0.0","0.0","5"
"SemEval_1055","2.8","3.0","3.2","0.4","0.63","0.98","5"
"SemEval_1056","2.8","3.2","3.0","0.4","0.4","0.0","5"
"SemEval_1058","3.0","3.0","3.0","0.63","0.63","0.0","5"
"SemEval_1059","3.0","3.0","3.0","0.0","0.0","0.63","5"
"SemEval_106","2.8","3.0","3.0","0.4","0.0","0.0","5"
"SemEval_1060","3.0","3.4","2.8","0.63","0.8","0.75","5"
"SemEval_1061","3.8","3.6","3.8","0.4","0.49","0.4","5"
"SemEval_1062","3.0","3.0","3.0","0.0","0.0","0.0","2"
"SemEval_1063","3.0","3.0","3.0","0.0","0.0","0.0","2"
"SemEval_1064","3.0","2.33","3.0","0.0","0.94","0.0","3"
"SemEval_1065","2.6","3.0","3.0","0.49","0.63","0.89","5"
"SemEval_1066","2.67","2.33","2.67","0.47","0.94","0.47","3"
"SemEval_1067","3.4","3.2","3.0","0.49","0.4","0.0","5"
"SemEval_1068","2.8","2.8","2.8","0.4","0.98","0.4","5"
"SemEval_1069","2.0","3.2","2.8","0.63","0.4","0.98","5"
"SemEval_107","3.67","3.67","3.33","0.47","0.47","0.47","3"
"SemEval_1070","1.0","3.5","2.5","0.0","0.5","0.5","2"
"SemEval_1071","3.0","2.8","3.0","0.0","0.4","0.0","5"
"SemEval_1072","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1073","3.0","3.0","3.0","0.0","0.0","0.0","3"
"SemEval_1074","3.2","3.2","3.2","0.4","0.4","0.4","5"
"SemEval_1075","2.8","3.2","2.8","0.4","0.4","0.4","5"
"SemEval_1076","1.8","3.2","3.0","0.75","0.4","0.63","5"
"SemEval_1077","3.2","3.0","3.2","0.4","0.0","0.4","5"
"SemEval_1078","2.2","3.2","2.8","0.75","0.4","0.75","5"
"SemEval_1079","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_108","3.0","3.0","3.4","0.63","0.63","0.49","5"
"SemEval_1080","3.0","2.67","4.0","0.0","0.47","0.0","3"
"SemEval_1081","3.8","3.4","3.2","0.4","0.49","0.4","5"
"SemEval_1082","2.8","3.2","3.2","0.4","0.4","0.4","5"
"SemEval_1083","3.0","3.0","3.33","0.0","0.0","0.47","3"
"SemEval_1084","2.8","3.4","2.8","0.4","0.49","0.4","5"
"SemEval_1085","3.2","3.0","3.4","0.4","0.63","0.49","5"
"SemEval_1086","2.2","2.6","3.0","0.4","0.49","0.63","5"
"SemEval_1087","2.6","3.2","3.0","0.8","0.4","0.0","5"
"SemEval_1088","3.2","2.8","2.6","0.4","0.75","0.49","5"
"SemEval_1089","2.8","3.4","3.0","0.4","0.49","0.0","5"
"SemEval_109","3.4","3.2","3.4","0.49","0.4","0.49","5"
"SemEval_1090","3.0","3.2","2.8","0.0","0.4","0.4","5"
"SemEval_1091","3.2","3.2","3.2","0.4","0.4","0.4","5"
"SemEval_1092","2.8","3.2","3.2","0.98","0.75","0.4","5"
"SemEval_1093","2.2","3.2","2.8","0.75","0.4","0.4","5"
"SemEval_1094","1.8","3.8","1.8","0.75","0.75","0.75","5"
"SemEval_1095","2.0","3.2","2.8","0.63","1.17","0.4","5"
"SemEval_1096","2.4","3.2","3.2","0.49","0.4","0.98","5"
"SemEval_1097","2.4","2.8","2.8","0.49","0.4","0.4","5"
"SemEval_1098","2.8","3.2","2.8","0.75","0.4","0.98","5"
"SemEval_1099","2.0","3.4","2.4","0.0","0.49","0.49","5"
"SemEval_11","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_110","2.6","2.8","3.0","0.49","0.4","0.0","5"
"SemEval_1100","2.0","3.2","2.4","0.63","0.4","0.49","5"
"SemEval_1101","2.75","3.0","3.0","0.43","0.71","0.0","4"
"SemEval_1102","3.0","3.0","3.0","0.0","0.0","0.0","3"
"SemEval_1103","3.33","3.0","3.0","0.47","0.0","0.0","3"
"SemEval_1104","3.0","3.0","3.0","0.0","0.0","0.0","2"
"SemEval_1105","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1106","3.0","3.0","3.4","1.1","0.0","0.49","5"
"SemEval_1107","2.8","3.4","3.4","0.4","0.8","0.49","5"
"SemEval_1108","3.0","3.0","3.0","0.0","0.0","0.0","2"
"SemEval_1109","3.4","2.8","3.2","0.8","0.4","0.4","5"
"SemEval_111","3.0","2.67","3.0","0.0","1.25","0.0","3"
"SemEval_1110","2.4","3.2","3.0","0.49","0.75","0.63","5"
"SemEval_1111","3.0","3.0","3.67","0.0","0.0","0.47","3"
"SemEval_1112","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1113","3.8","3.4","3.2","0.4","0.8","0.4","5"
"SemEval_1114","2.6","3.0","2.6","0.8","0.63","0.49","5"
"SemEval_1115","3.8","3.2","3.2","0.75","0.4","0.4","5"
"SemEval_1116","2.8","3.0","3.0","0.4","0.63","0.63","5"
"SemEval_1117","3.4","2.8","3.2","0.49","0.98","0.4","5"
"SemEval_1118","3.6","3.0","3.2","0.8","0.0","0.4","5"
"SemEval_1119","3.0","3.0","3.0","0.0","0.0","0.0","2"
"SemEval_112","2.5","3.0","3.0","0.5","0.0","0.0","4"
"SemEval_1120","3.0","3.0","3.2","0.0","0.63","0.4","5"
"SemEval_1121","3.67","3.0","3.0","0.47","0.0","0.0","3"
"SemEval_1123","2.25","3.0","3.25","0.43","0.71","0.43","4"
"SemEval_1124","2.4","3.2","3.0","0.49","0.4","0.0","5"
"SemEval_1125","2.5","2.5","3.5","0.5","0.5","0.5","2"
"SemEval_1126","3.0","2.8","3.0","0.0","0.4","0.0","5"
"SemEval_1127","3.0","2.5","3.0","0.0","0.5","0.0","2"
"SemEval_1128","3.2","3.4","3.6","0.4","0.8","0.8","5"
"SemEval_1129","3.0","3.0","3.33","0.82","0.0","0.47","3"
"SemEval_113","2.5","2.5","3.0","0.5","1.5","0.0","2"
"SemEval_1130","2.5","2.5","3.0","0.5","0.5","0.0","2"
"SemEval_1131","3.33","3.33","3.67","0.47","0.47","0.47","3"
"SemEval_1132","3.4","3.4","3.2","0.49","0.49","0.4","5"
"SemEval_1133","3.2","3.2","3.0","0.4","0.4","0.0","5"
"SemEval_1134","2.8","3.2","2.8","0.4","0.4","0.4","5"
"SemEval_1135","3.6","2.8","3.2","0.8","0.4","0.4","5"
"SemEval_1136","2.6","3.2","2.8","0.49","0.75","0.75","5"
"SemEval_1137","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1138","3.0","3.0","3.0","0.0","0.0","0.0","5"
"SemEval_1139","3.2","2.8","3.2","0.4","0.98","0.4","5"
"SemEval_114","2.8","3.2","3.2","0.4","0.4","0.4","5"
"SemEval_1140","3.0","2.8","3.0","0.0","0.4","0.0","5"
"SemEval_1141","2.2","3.4","2.8","0.75","0.49","0.4","5"
"SemEval_1142","2.2","3.4","3.0","0.4","0.49","0.63","5"
"SemEval_1143","1.8","2.4","2.4","0.75","0.8","0.8","5"
"SemEval_1144","2.4","2.8","2.6","0.49","0.75","0.49","5"
"SemEval_1145","3.6","2.8","3.2","0.49","0.98","0.4","5"
"SemEval_1146","2.8","3.2","2.8","0.4","0.4","0.4","5"
